ID_V2.1D ID_V4.1 RA DEC
8298 18436 189.170218 62.232874
8023 17667 189.181262 62.229507
10130 23207 189.148048 62.256068
9849 22384 189.161519 62.252029
8853 19818 189.190657 62.239408
7610 16727 189.222605 62.224848
9342 20993 189.200744 62.245436
9385 21092 189.203137 62.24609
-9999 19177 189.223272 62.236173
9269 20729 189.216687 62.244297
8893 19651 189.220356 62.24559
11015 26192 189.192761 62.270169
9306 20899 189.25215 62.244924
10351 23927 189.240986 62.259533
9367 21290 189.26806 62.24618
10166 23339 189.262381 62.256577
10127 23344 189.26177 62.256256
9886 22598 189.275786 62.252722
9610 21713 189.289782 62.249168
11855 29136 189.244056 62.287555
18968 28676 53.130513 -27.779683
15096 22825 53.09403 -27.804122
19791 30274 53.131083 -27.773107
20050 30341 53.130859 -27.772615
19594 29868 53.121107 -27.774615
19804 29869 53.109418 -27.77482
19461 29722 53.098785 -27.775784
19606 29532 53.099151 -27.776095
20633 31070 53.101445 -27.769612
17476 26974 53.0735 -27.786749
16746 26612 53.074028 -27.787466
22077 33036 53.102783 -27.759367
23356 34810 53.107561 -27.750009
23763 35315 53.105676 -27.747695
23311 34733 53.107385 -27.749804
23736 35257 53.10386 -27.74767
23827 35380 53.103694 -27.747482
20948 31531 53.07335 -27.767497
21202 31854 53.071177 -27.76592
21446 32155 53.069937 -27.764288
22178 33248 53.072573 -27.758505
24217 35910 53.072558 -27.744441
24307 36093 53.065221 -27.742901
24436 36266 53.057085 -27.742932
26665 39172 53.072413 -27.727473
-9999 35318 53.040927 -27.74641
25595 37988 53.051881 -27.734035
25028 36705 53.042456 -27.737862
28516 41547 53.064055 -27.716371
26524 39048 53.044284 -27.728197
28694 41695 53.057301 -27.715525
29611 43114 53.062406 -27.706915
28004 40768 53.040821 -27.719068
31154 45188 53.063257 -27.699637
31384 45230 53.062443 -27.698749
